715.6986, 700.3093, true, 1436443111725
720.8495, 699.646, true, 1436443111758
726.0128, 698.7711, true, 1436443111792
729.743, 698.2956, true, 1436443111825
731.6426, 696.084, true, 1436443111858
732.5218, 694.0792, true, 1436443111892
733.7894, 693.3914, true, 1436443111925
734.4526, 691.6525, true, 1436443111958
734.9886, 690.8022, true, 1436443111992
734.0498, 690.1205, true, 1436443112025
733.8128, 688.6329, true, 1436443112058
731.7514, 687.952, true, 1436443112091
443.9613, 628.7219, false, 1436443112125
402.0065, 620.0988, false, 1436443112158
398.3777, 621.5692, false, 1436443112191
400.4121, 620.7592, false, 1436443112225
399.0968, 619.4969, false, 1436443112258
399.1037, 617.8344, false, 1436443112291
397.6784, 623.2662, true, 1436443112325
397.7595, 627.447, true, 1436443112358
450.2736, 399.1586, false, 1436443112391
524.6617, 235.1163, false, 1436443112424
512.6129, 234.4136, false, 1436443112458
506.9608, 233.4957, false, 1436443112491
500.6182, 236.7107, false, 1436443112524
496.8691, 237.1042, false, 1436443112558
487.4633, 222.6718, false, 1436443112591
670.9654, 235.4793, false, 1436443112624
672.289, 240.2769, false, 1436443112658
673.4765, 246.6372, false, 1436443112691
675.7916, 250.3735, false, 1436443112724
680.519, 253.0098, false, 1436443112758
697.5023, 267.8026, false, 1436443112791
680.6152, 266.2667, false, 1436443112824
656.707, 273.7151, false, 1436443112857
654.7242, 280.5593, false, 1436443112891
650.1752, 280.4122, false, 1436443112924
649.476, 278.7483, false, 1436443112957
650.018, 278.1077, true, 1436443112991
649.431, 278.3818, true, 1436443113024
649.4282, 278.2743, true, 1436443113057
652.0337, 279.0428, true, 1436443113091
651.3508, 278.4686, true, 1436443113124
651.7613, 278.4504, true, 1436443113157
448.4294, 362.5997, false, 1436443113190
429.2451, 384.1976, false, 1436443113224
418.7705, 389.6525, false, 1436443113257
419.1456, 394.268, false, 1436443113290
419.1558, 395.3424, false, 1436443113324
417.5436, 399.1106, false, 1436443113357
418.2203, 400.1031, true, 1436443113390
600.6053, 395.683, false, 1436443113424
890.2048, 432.8811, false, 1436443113457
888.085, 428.9648, false, 1436443113490
884.0146, 426.7422, false, 1436443113523
883.2451, 425.308, false, 1436443113557
885.7831, 428.5077, false, 1436443113590
873.1455, 428.4907, false, 1436443113623
875.729, 442.1126, false, 1436443113657
879.5823, 434.5901, false, 1436443113690
898.7733, 429.9741, false, 1436443113723
904.6146, 432.853, false, 1436443113757
910.6826, 434.2728, false, 1436443113790
913.7788, 434.2382, true, 1436443113823
917.4705, 434.9127, true, 1436443113857
919.7817, 436.2822, true, 1436443113890
