SubNum,WordAltered,WordId,WordUnaltered,AlteredClass,WordShownAt,Starttime,Stoptime,Top,Left,EyeTop,EyeLeft,WordWidth,WordHeight
28,"<div id=sub28in1"" class=""noChange"">used</div>""",#sub28in1,used,noChange,122.638,1436443234925,1436443237431," ""718""",460.2734375,718,460,80,42
28,"<div id=sub28in2"" class=""noChange"">to</div>""",#sub28in2,to,noChange,122.638,1436443234925,1436443237431," ""718""",548.5546875,718,548,38,42
28,"<div id=sub28in3"" class=""noChange"">work</div>""",#sub28in3,work,noChange,122.638,1436443234925,1436443237431," ""718""",594.1328125,718,594,78,42
28,"<div id=sub28in4"" class=""noChange"">with</div>""",#sub28in4,with,noChange,122.638,1436443234925,1436443237431," ""718""",680.5859375,718,680,68,42
28,"<div id=sub28in5"" class=""noChange"">their</div>""",#sub28in5,their,noChange,122.638,1436443234925,1436443237431," ""718""",756.3828125,718,756,73,42
28,"<div id=sub28in6"" class=""noChange"">hands</div>""",#sub28in6,hands,noChange,122.638,1436443234925,1436443237431," ""718""",837.5234375,718,837,98,42
29,"<div id=sub29in0"" class=""noChange"">and</div>""",#sub29in0,and,noChange,125.589,1436443237679,1436443240185," ""718""",442.984375,718,442,65,42
29,"<div id=sub29in1"" class=""noChange"">posed</div>""",#sub29in1,posed,noChange,125.589,1436443237679,1436443240185," ""718""",515.265625,718,515,98,42
29,"<div id=sub29in2"" class=""noChange"">two</div>""",#sub29in2,two,noChange,125.589,1436443237679,1436443240185," ""718""",621.34375,718,621,61,42
29,"<div id=sub29in3"" class=""noChange"">questions</div>""",#sub29in3,questions,noChange,125.589,1436443237679,1436443240185," ""718""",690.03125,718,690,148,42
30,"<div id=sub30in0"" class=""noChange"">If</div>""",#sub30in0,If,noChange,128.291,1436443240435,1436443243693," ""718""",499.03125,718,499,28,42
30,"<div id=sub30in1"" class=""noChange"">not</div>""",#sub30in1,not,noChange,128.291,1436443240435,1436443243693," ""718""",535.703125,718,535,56,42
30,"<div id=sub30in2"" class=""noChange"">now</div>""",#sub30in2,now,noChange,128.291,1436443240435,1436443243693," ""718""",599.078125,718,599,69,42
30,"<div id=sub30in3"" class=""noChange"">when?</div>""",#sub30in3,when?,noChange,128.291,1436443240435,1436443243693," ""718""",676.671875,718,676,105,42
31,"<div id=sub31in0"" class=""noChange"">And</div>""",#sub31in0,And,noChange,132.749,1436443244946,1436443247705," ""718""",483.359375,718,483,68,42
31,"<div id=sub31in1"" class=""noChange"">if</div>""",#sub31in1,if,noChange,132.749,1436443244946,1436443247705," ""718""",559.1875,718,559,27,42
31,"<div id=sub31in2"" class=""noChange"">not</div>""",#sub31in2,not,noChange,132.749,1436443244946,1436443247705," ""718""",594.078125,718,594,55,42
31,"<div id=sub31in3"" class=""noChange"">us</div>""",#sub31in3,us,noChange,132.749,1436443244946,1436443247705," ""718""",657.453125,718,657,45,42
31,"<div id=sub31in4"" class=""noChange"">who?</div>""",#sub31in4,who?,noChange,132.749,1436443244946,1436443247705," ""718""",710.140625,718,710,87,42
32,"<div id=sub32in0"" class=""noChange"">(Applause)</div>""",#sub32in0,(Applause),noChange,135.815,1436443247957,1436443250460," ""718""",557.625,718,557,166,42
